premise	hypothesis	label
A performer is playing violin in the auditorium.	A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.	2
A man is sitting down reading a newspaper.	A man wearing a white shirt and a blue jeans reading a newspaper while standing	2
A man sits at his computer sipping coffee.	A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.	2
A man in a kayak passes by spectators.	A man running in a race passes by spectators.	2
The woman is wearing a shirt.	Topless girl riding a red bike.	2
Two dogs fly to the sun	a man giving two thumbs up to a crowd.	2
Two men can not see each other because there is a wall in their way.	A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.	2
Two young girls walk up a slide.	Two young girls are jumping off of a steep step.	2
The man is brushing the leaves off his car.	Middle-aged man cleaning the fallen snow on the roof of his car with a broom.	2
A couple under a table of goldfish.	Man and a woman at the side of a table covered in books.	2
Four women are running away from a man in the city.	Four women carrying shoulder bags are walking down a city sidewalk.	2
The snow is purple.	White dog playing in the snow.	2
nobody is cooking	Four women and two men are in a kitchen, cooking near a long table with a white tablecloth.	2
A white dog is chewing on his food.	the white dog is carrying a ball in its mouth.	2
The dog is chasing after a rolling tennis ball.	A white dog holds a tennis ball in its mouth in a field.	2
A man is sunbathing.	A man in colorful shorts is surfing under a wave.	2
A man sits on the calm bull.	A man falling off a bull as the animal jumps into the air.	2
The people are outside in the snow.	Several people are waiting in a metro station.	2
Two wrestlers are eating dinner at a local diner.	Two wrestlers in an intense match.	2
a panda jumps	A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward.	2
The Asian man is at home in bed.	An Asian man is performing with face paint on.	2
An old elephant in a pink polo looks through a telescope with a small child standing next to him	An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.	2
Two cats are sleeping in the sun.	Two dogs are digging under a large rock with their bottoms to the camera.	2
The animal is climbing a tree.	The brown, furry animal is walking in the snowy grass with a tree behind him.	2
An officer on a chopper.	A policeman on a motorcycle from the rear.	2
An officer watching a jail cell.	A policeman on a motorcycle from the rear.	2
A person is driving a tractor	A person is hanging on to the bottom of an airplane preparing to skydive.	2
The man is running the train into another train.	A man on one miniature train passes a circular object to a man on another train as they pass by.	2
man in suit	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	2
monkey eats bananas	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	2
man on lunch break	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.	2
An older boy is at the hospital.	A young boy in a dental examination.	2
No one is on the mountain trail	Four people wearing backpacks walking in a line along a mountain trail.	2
There is a red car passing the entrance of the Hotel Carmel.	A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.	2
A woman is wearing green.	A woman wearing purple and carrying a bag is walking out of a door.	2
A man is taking a picture of a goldfish.	A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.	2
A dog is trying to eat a dangling kitten on a tree.	Small dog in costume stands on hind legs to reach dangling flowers.	2
The dog is sleeping on the couch.	The dog is in snow, and has a stick in its mouth.	2
A man is painting.	A man in a boom lift bucket welds.	2
The dark haired girl is making a scene amoungst the crowd for hitting people with her umbrella.	A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people	2
A group of people are water skiing.	Two basketball players on opposing teams, one in white, the other in red, are mid-game, running down the court, white-uniform player with ball-in-hand.	2
A group of children are swimming outside.	A group of people are outside working.	2
A man is jogging.	A woman sitting with a guitar talking to a man sitting with an umbrella.	2
A red bus backing up into a spot	There's a red bus making a left turn into a traffic circle that has a sprinkler system.	2
A red bus at a bus stop	There's a red bus making a left turn into a traffic circle that has a sprinkler system.	2
It is nighttime.	Two men are loading bales of wheat on top of a high structure on a cloudy day.	2
People are inside watching tv.	People protesting age discrimination in an organized street rally.	2
the old lady plays tennis with a dog	An older woman is looking at herself in the mirror at a table with cosmetics.	2
A woman in an apron is cooking spaghetti.	A woman in a blue apron is holding a container of ice cream.	2
two men sit in the water on boards	three teenagers wearing t-shirt run down the beach, with several other people in the background.	2
the singer is sleeping	A male singer, dressed in a long purple pea coat, holding an electric guitar, singing into a microphone, while a male in sunglasses and wearing headphones, plays drums, with purple drapery hanging in the background.	2
A man is hugging the woman	"Overly dramatic couple pose for a picture where an ""angry ""man ""chokes"" a woman who sticks out her tongue."	2
A girl is running outside.	A girl in a hat steers her electric wheelchair.	2
The man is laying in the street.	A man in a business suit has just crossed the street.	2
A farmer is milking the cow.	An old man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.	2
