index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
2016	A kid slides down a yellow slide into a swimming pool.	The child slides into the pool.	0	The child doesn't slide into the pool.	2	negation
2017	Several members of a community are celebrating with music and costumes during a festival or party.	People are celebrating with music and costumes.	0	People are not celebrating with music and costumes.	2	negation
2018	A woman with red-hair and large tattoo is sitting in a chair outside.	There's a lady with ginger hair	0	There's not a lady with ginger hair	2	negation
2019	The young boy in a red shirt and jeans resists his sister's request for water on the road.	A boy denies his sister a drink.	0	A boy doesn't deny his sister a drink.	2	negation
2020	A team of surgeons operate on a female patient.	The surgeons are operating.	0	The surgeons are not operating.	2	negation
2021	Mother and daughter are meeting for the first time.	The mother and daughter are meeting.	0	The mother and daughter are not meeting.	2	negation
2022	A girl with short hair and a white shirt is holding a beer bottle	There is a girl holding a beer bottle.	0	There is no girl holding a beer bottle.	2	negation
2023	a man playing guitar and signing next to a woman in a dress playing an instrument	A man and woman make music.	0	A man and woman don't make music.	2	negation
2024	A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.	a guy with a hat sits with a glass	0	A guy with a hat doesn't sit with a glass	2	negation
2025	Female in a military uniform with her hair tied back.	the female is wearing her hair up	0	The female is not wearing her hair up	2	negation
2026	Female in a military uniform with her hair tied back.	the female is wearing a ponytail	0	The female is not wearing a ponytail	2	negation
2027	A guy in a blue shirt chases a guy in an orange shirt during a game of flag football.	Two people are playing flag football.	0	Two people are not playing flag football.	2	negation
2028	Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football.	Two people on oposite teams play flag football.	0	Two people on opposite teams don't play flag football.	2	negation
2029	An older man is riding a bike with a blue laundry hamper full of clothes on his handlebars.	A man is on his bike with a laundry hamper.	0	A man is not on his bike with a laundry hamper.	2	negation
2030	A man on a bicycle rides past a park, with a group of people in the background.	A guy rides past the park.	0	A guy doesn't ride past the park.	2	negation
2031	Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.	The four men are in front of windows.	0	The four men are not in front of windows.	2	negation
2032	An adventurous man navigates through the jungle with a long stick.	There is a person outside.	0	There is no person outside.	2	negation
2033	A man partly draped in a green and orange flag rests his arms on two others while standing in a crowd.	A man is touching other people in a crowd.	0	A man is not touching other people in a crowd.	2	negation
2034	A large audience of people seated at banquet tables is watching the happenings on a stage surrounded by blue curtains.	A large audience is seated inside together.	0	A large audience is not seated inside together.	2	negation
2035	Two men are laying floor tiles in a doorway.	Two men are doing hard labor.	0	Two men are not doing hard labor.	2	negation
2036	"Two men are in blue life jackets and sitting on innertubes with ""Crusher"" written on them in the middle of a body of water."	Two men sit on innertubes in the middle of a body of water.	0	Two men don't sit on inner tubes in the middle of a body of water.	2	negation
2037	A boy in a gray and yellow jacket is raising his hand in front of others sitting around him.	A boy is wearing a jacket.	0	A boy is not wearing a jacket.	2	negation
2038	Fireworks light up the night as a man stands on stage.	The fireworks were shot into the sky.	0	The fireworks were not shot into the sky.	2	negation
2039	little girl posing for a picture.	The child is posing for the photographer.	0	The child is not posing for the photographer.	2	negation
2040	A man playing a piano	The man's hands are on the keys of a piano.	0	The man's hands are not on the keys of a piano.	2	negation
2041	A girl reaches up to kiss a cat, which is sitting on the counter.	A girl is showing affection towards a cat.	0	A girl is not showing affection towards a cat.	2	negation
2042	A man in a suit cheering in a library in front of children.	A guy is cheering near some children.	0	A guy is not cheering near some children.	2	negation
2043	Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet.	Five people are standing by a staircase.	0	Five people are not standing by a staircase.	2	negation
2044	A group of young people performing on a stage.	A group of people are on stage.	0	A group of people are not on stage.	2	negation
2045	Women in blue dress singing on stage.	A woman is singing on stage.	0	A woman is not singing on stage.	2	negation
2046	A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.	A man and woman walk down a city street.	0	A man and woman don't walk down a city street.	2	negation
2047	A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.	A guy is next to a dog while holding some musical instruments.	0	A guy is not next to a dog while holding some musical instruments.	2	negation
2048	A man is installing a roof.	A man is on top of a building.	0	A man is not on top of a building.	2	negation
2049	A band singing and playing electric guitar for a crowd of people.	A band is playing a concert.	0	A band is not playing a concert.	2	negation
2050	Two girls playing basketball.	Girls are playing basketball.	0	Girls are not playing basketball.	2	negation
2051	Two women competing in a roller derby with several teammates and referee in the background.	Two roller derby competitors are near their teammates and a referee.	0	Two roller derby competitors are not near their teammates and a referee.	2	negation
