index	premise	hypothesis	label	hypothesis_paraphrase
3886	Two girls in bathing suits are in water.	Girls in swim suit attracting the guys through glamour	1	Girls in swimsuits entice men with their glitz.
3887	Two girls in bathing suits are in water.	Two girls are swiming in a pool	1	Two young ladies are swimming in a pool.
3888	Two girls in bathing suits are in water.	Two girls practicing swimming in a pool	1	In a pool, two girls practice swimming.
3889	Pedestrians use the crosswalks as traffic awaits their turn to drive through an intersection.	Traffic drives through the crosswalk.	2	The crosswalk is being driven through by traffic.
3890	A man is playing drums with a band.	A man is playing at the music festival.	1	A man is performing at a music festival.
3891	A couple walking down the street.	An old couple walking, holding hands	1	An elderly couple walks with their hands together.
3892	Right leg in a brace, a young boy lies on the couch while using his cellphone.	The right leg is in a brace	0	The right leg is immobilized by a brace.
3893	A girl wearing khakis and a red sweatshirt is jumping in the air, while she is in the forest.	The girl is jumping because she is happy.	1	The girl is bouncing because she is overjoyed.
3894	A dark headed woman picking out a green flower from a large bucket full of them.	A woman picks a flower out of a bucket.	0	A woman selects a flower from a bucket.
3895	a woman walking down the street.	A lady is walking down a street.	0	A lady is strolling down the street.
3896	Two kids in their pajamas.	A couple of children are wearing pajamas.	0	A couple of kids are dressed in their pajamas.
3897	Two kids in their pajamas.	Two kids are wearing PJs on pajama day at school.	1	On pajama day at school, two children are dressed in their PJs.
3898	Two kids in their pajamas.	Two children are wearing bright bathing suits at the ocean.	2	At the beach, two children are dressed in bright bathing suits.
3899	A woman walking down a crowded sidewalk talking on her cellphone.	A woman is talking on her phone and walking down a sidewalk.	0	A woman is walking down the street while talking on her phone.
3900	A man in a blue shirt emerges from a doorway.	A man is sitting at a table.	2	A gentleman is seated at a table.
3901	A child in an orange outfit stands holding flowers.	The boy has a gift for his mother.	1	The youngster has a present for his mother.
3902	A child in an orange outfit stands holding flowers.	A kid is wearing colorful clothing.	0	A child is dressed in bright colors.
3903	Two brown and white dogs running on a grassy but brown fenced yard.	Canines traverse a sealed expanse.	0	Canines move through a fenced-in area.
3904	Two old women sitting on curb next to flowers	Two old women hate flowers and would not be near them	2	Two elderly women despise flowers and would never be near them.
3905	Two ladies one with her fingers in her pocket and the other with a drink in her hand at a party.	Birds are migrating to a new place.	2	Birds are on their way to a new location.
3906	A lady holding one dog while another dog is playing in the yard.	The two dogs belong to the lady.	1	The lady owns the two dogs.
3907	A lady holding one dog while another dog is playing in the yard.	A lady has two dogs with her.	0	A lady is accompanied by two dogs.
3908	A lady holding one dog while another dog is playing in the yard.	The lady has the two dogs inside.	2	The two dogs are inside with the lady.
3909	A child being watched while getting something out of a tank.	The tank is getting something out of the child.	2	The tank is extracting something from the child.
3910	A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.	the guy is on the bench waiting for his wife	1	The man is sitting on the bench, waiting for his wife.
3911	Some folks pick out the food they want at a party.	A study group sits at a table in the library.	2	In the library, a study group is seated at a table.
3912	The blond girl is opening her drink as she speaks to the person with her.	The girl is talking to someone while opening a drink.	0	While opening a drink, the girl is conversing with someone.
3913	The blond girl is opening her drink as she speaks to the person with her.	A man is eating dinner at a restaurant.	2	At a restaurant, a man is having dinner.
3914	Group of men standing in a meeting room, talking.	A group of men are scuba diving.	2	Scuba diving is being done by a group of men.
3915	A man is holding an accordion while leaning against a brown fence that overlooks some water.	An accordion player leans against his fence	1	An accordionist leans against a fence.
3916	Several women in headscarves are standing in a cobbled courtyard.	Several women wearing headscarves stand and talk to each other in a cobbled courtyard.	1	Several women in headscarves stand and converse in a cobbled courtyard.
3917	two young children wearing wool caps and mitten covering their mouths while whispering to each other.	The children are yelling loudly.	2	The kids are yelling at each other.
3918	two young children wearing wool caps and mitten covering their mouths while whispering to each other.	Two young children are whispering to each other.	0	Two small children are whispering to one another.
3919	two young children wearing wool caps and mitten covering their mouths while whispering to each other.	They are whispering about their day.	1	They're talking about their day.
