index	premise	hypothesis	label	originated_idx
2167	The boy is doing a trick.	The boy is doing a jump on rollerblades.	3	8954|8953
2168	He is getting dizzy.	He can carry the tunnel home.	3	2485|2487
2169	A boy is playing a Nintendo DS with his sister who he loves.	A boy is playing with a ball.	3	2567|2566
2170	Guys working outside.	Guy sitting on fence.	3	1852|1851
2171	this guy is wearing a racing uniform while holding a bottle of punch	this guy is jumping rope	3	7632|7633
2172	The BMX rider is getting dirt on his clothes.	The BMX rider is at home watching the X games.	3	2142|2141
2173	The woman has been fishing in the ocean	The woman is folding the laundry	3	9036|9035
2174	People are planting daisies	People are planting in their homes.	3	9670|9671
2175	An older man is sweeping his patio while a passerby enters a building	An old man is sitting at a cafe drinking coffee	3	3861|3863
2176	A young model has her first photoshoot.	A child is taking pictures of an adult.	3	1619|1620
2177	A young man is bowling.	A man is sleeping.	3	3013|3011
2178	A woman is working in a factory.	A woman is sleeping.	3	115|117
2179	A young man is doing karaoke in a bar.	A woman is riding a bike outside.	3	3510|3509
2180	A man is waiting for someone	A woman is walking	3	1466|1468
2181	The family is taking place in the event in memory of another family member.	Everyone here is playing some video games.	3	4576|4575
2182	A man is building a house.	A man is working on a computer.	3	7062|7064
2183	brown and black dogs carrying a big log in the meadow to show their owner.	Dogs running through a puddle of water.	3	7516|7518
2184	the man is a doctor	the man is at home sleeping	3	4354|4353
2185	At a Chinese restaurant, a group of people celebrate their Asian culture.	A group of people sit angrily at a table waiting for food.	3	4070|4071
2186	A boy is looking through a window at another boy at the train station.	A little boy is walking out of the train.	3	9325|9327
2187	An old man pushing a cart.	A woman is smoking a cigarette.	3	8561|8560
2188	The people are business associates.	The people are dressed in street clothes.	3	7165|7167
2189	A woman is drinking.	A woman in a blue tank top holding a car.	3	9173|9172
2190	A man sits and waits for someone.	A woman sits.	3	3050|3051
2191	The boy is falling off of his bicycle.	The boy is afraid to ride his bicycle so he lets it sit in the garage and collect rust.	3	715|716
2192	The men are terrified.	The sneakers are white.	3	8663|8662
2193	three kids play at recess	three kids in chairs taking tests	3	6710|6709
2194	People are rollerblading for something to do.	People don't know how to skate.	3	7297|7296
2195	A woman wearing gloves to hide her injuries.	A redhead working wearing gloves.	3	3822|3821
2196	The person is doing a job for someone.	The person is wading through water.	3	7174|7175
2197	Both dogs are female.	The dogs are chasing a rabbit.	3	1477|1475
2198	Some men wearing red winter jackets are looking over a lake and listening to music.	Two women are staring at a mountain and neither has any headphones or jackets.	3	5415|5416
2199	A woman is dancing to a mans guitar playing.	A woman is reading a book in her house.	3	5193|5192
2200	A young girl eating a peach, while discussing the times of old with her friend.	A young girl does aerobics.	3	6063|6061
2201	The women are married.	The crowd are composed of one person.	3	9109|9108
2202	A painting of a stick figure	A picture of the ocean	3	2974|2972
2203	Two women are working.	No one is wearing aprons.	3	4123|4124
2204	a dog chases a boy to eat him	a dog chases his tail	3	8591|8592
2205	The group is in a classroom.	The group of people is outside playing basketball.	3	2811|2812
2206	A family is sitting on a couch watching TV.	A family is playing out in their backyard.	3	3191|3190
2207	A man with a duffel bag walks along side a girl pushing a cart down a busy street.	A man with a breif case stands near a corner as a woman walks past.	3	7737|7738
2208	a boy is giving his brother a piggyback ride in the park	a boy is playing monopoly with his brother	3	1094|1093
2209	The car took a pit stop with just a few laps to go.	The motorcycle pulled over because it was out of fuel.	3	3056|3057
2210	There are biologists checking for tissue abnormalities.	The men are watching TV in a room.	3	6657|6659
2211	A girl plays guitar and sings for a crowd.	A man play the triangle.	3	9714|9716
2212	the man is an agent	the man is naked	3	5294|5292
2213	The bat is aluminum	The man is sleeping	3	3288|3289
2214	A girl is wearing an orange sweater with black stripes.	A girl is wearing a yellow sweater.	3	8052|8051
2215	A girl just finished eating.	A boy is playing with a firetruck.	3	2440|2438
2216	Some men are posing with their gold medals.	Some girls are watching cartoons.	3	6948|6947
2217	The two men are not wearing shirts.	It is nighttime.	3	8526|8524
2218	The woman is under a lot of stress.	The dress is black.	3	8185|8186
2219	The girl is wearing shoes	A boy is pushing the scooter.	3	2113|2112
2220	A woman standing near a microscope.	A woman is reading.	3	2731|2729
2221	The man is jumping to another boulder.	The man is sitting down on the rock.	3	8003|8004
2222	A group of people are partying in the large room.	The people are populating the city.	3	5694|5695
2223	a drunk talks loudly at a wedding	a man sits shyly near a bride	3	9610|9611
2224	Three children are shooting a deer.	Three children are making a cup of tea together.	3	8965|8964
2225	They wait to cross Main Street.	A diver flips in mid-air.	3	6770|6768
2226	Men are gazing.	Women look different directions.	3	3222|3224
2227	The man sketched on paper for his girlfriend.	The woman drew on canvas.	3	6898|6899
2228	A man is getting his face shaved for his party.	The two men are playing a game of football.	3	6235|6237
2229	The violinist is on stage with other musicians.	The race car driver accelerates around a curve.	3	3567|3566
2230	The two young teens tried to throw the ball into the basket to win the big bear.	The two teens were doing homework at home.	3	3368|3367
2231	Women are visiting.	Women are knitting scarves for the homeless.	3	4444|4446
2232	The ginger-haired kid holds the pony's reins.	The child and his pet play on the bed.	3	4158|4159
2233	The teams hate eachother.	The boy is on the floor, writhing in agony.	3	5450|5452
2234	The phone's ringer is loud	The woman is speaking into a cow bladder	3	8048|8047
2235	An off-roading truck was totalled.	A Ferrari goes through the drive-thru.	3	2243|2244
2236	The man in the black hat is about to jump off the swing to impress the kids.	The man in the black hat is sitting on a park bench watching the kids swing.	3	2216|2215
2237	A worker is working on the damages caused by the flood.	A worker is on a break.	3	7971|7972
2238	The military veteran had entered an art contest and won first place!	The man, wearing scuba gear, jumps off the side of the boat into the ocean below.	3	4541|4542
2239	The man is eating chocolate ice cream.	The man is eating sushi in his bathtub.	3	2612|2613
2240	Two girls are getting ready to ride horses.	A horse is eating a banana.	3	4663|4664
2241	He is playing guitar for the crowd.	A girl is performing.	3	4336|4334
2242	12 ladies play volleyball	ten boys play cricket	3	383|384
2243	A black dog wearing a blue collar is chasing something into the water.	A dog is avoiding the water.	3	488|489
2244	A couple are having a picnic in a park.	The couple are cooking in there home kitchen.	3	1137|1136
2245	The bus is going to celebrity houses.	There is a cat driving a car.	3	4547|4549
2246	A woman in red is out camping near water.	A girl is buying a cup of coffee.	3	6091|6093
2247	The two people are romantically involved.	The two people are swimming.	3	9791|9792
2248	A tractor drives down the parade route	a lawnmover is being repaired	3	3760|3762
2249	The dog was just hit by a car and is lying in the street.	The dog is standing on two legs.	3	9370|9368
2250	A man and woman are laughing at a joke.	Two people are crying.	3	7290|7292
2251	The man likes taking pictures.	The man has blue sunglasses.	3	4947|4946
2252	A man on crutches is trying to cross the street.	A man with a walking stick is next to the street.	3	1866|1867
2253	A father and child playing together.	The child is crawling in the sand.	3	4436|4437
2254	A man tossing his son into the air.	A man tossing a girl into the air.	3	8041|8042
2255	The person is trying to be sneaky.	The person is a vampire avoiding the sun.	3	3237|3239
2256	A man waiting for someone near a white van.	A man sitting inside a red truck.	3	9696|9698
2257	Some janitors are sweeping floors and cleaning the campus late at night.	A group of people are wind surfing over the dunes.	3	4212|4213
2258	The man is watching boats pass by while sitting on the hill.	A man is wearing a dress while dancing in the park.	3	7389|7390
2259	The headscarf is a gift.	The man is completely nude.	3	9256|9258
2260	A man was teaching his boy to swim.	A child is tosses into a box by a woman.	3	5759|5760
2261	A man is taking a picture of a school of whales in Hawaii.	A man is taking a picture of a goldfish.	3	8497|8498
2262	A crowd is loudly cheering as the skateboarder does a 900	A cow is eating grass	3	4875|4874
2263	The people are a part of a native tribe mending their fishing nets.	The people are playing ice hockey on a pond as the snow begins to fall.	3	9421|9420
2264	An old woman in a red and blue striped shirt is walking a large black horse across a street.	A woman in a striped shirt is running with a dog across a street.	3	8812|8814
2265	A man is almost done working today.	A man is working at a car wash	3	7834|7835
2266	A woman carrying a bag, with a girl behind her	A woman carrying a girl, with a bag behind her	3	4684|4685
2267	A man is trying to catch a flight home for Christmas.	A man is sitting on a beach in Mexico.	3	5928|5929
2268	This man has an eyesight deficiency.	This bald man stands naked in protest of fur for fashion.	3	3797|3796
2269	Some of the people are wearing sunglasses.	People waiting in line at an amusement park.	3	9692|9691
2270	The tree appears to be dead.	A ballerina is climbing a tree.	3	945|947
2271	A toddler is sitting at the bottom of a plastic slide and smiling.	A toddler is sitting at the bottom of a mud slide and frowning.	3	5447|5448
2272	A man reaches for a cellphone while his companion tells him about her life.	A man brushes his teeth in front of a mirror.	3	4105|4104
