index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
2886	wall	A wall of prejudice.	The south wall had a small window.	0	4649|1550	2	10	6	14
2887	wall	Negotiations ran into a brick wall.	The container's walls were blue.	0	4842|63	30	16	34	21
2888	wall	Negotiations ran into a brick wall.	A wall of water.	1	4842|4649	30	2	34	6
2889	wall	Negotiations ran into a brick wall.	The south wall had a small window.	0	4842|4026	30	10	34	14
2890	volume	"The letter ""G"" was found in volume 4."	The kids played their music at full volume.	0	1627|1464	28	36	34	42
2891	volume	The gas expanded to twice its original volume.	The volume of exports.	0	4366|1353	39	4	45	10
2892	chance	You take a chance when you let her drive.	Now is your chance.	0	1079|4356	11	12	17	18
2893	stabilization	Stabilization means that the product can be handled under atmospheric conditions.	Wage stabilization is necessary for industrial peace.	1	974|2142	0	5	13	18
2894	stabilization	He worked for price stabilization for farm products.	Stabilization means that the product can be handled under atmospheric conditions.	1	2142|2321	20	0	33	13
2895	stabilization	Wage stabilization is necessary for industrial peace.	He worked for price stabilization for farm products.	1	2321|974	5	20	18	33
2896	purchase	To purchase land, to purchase a house.	$50 won't even purchase a dress.	1	726|3610	3	15	11	23
2897	loaf	Meat loaf.	Sugar loaf.	1	485|3032	5	6	9	10
2898	acquisition	The acquisition of one company by another.	The acquisition of sports equipment can be fun in itself.	1	907|2632	4	4	15	15
2899	silence	He needed silence in order to sleep.	There was a shocked silence.	0	1221|2183	10	20	17	27
2900	smile	She had a smile on her face.	She's got a perfect smile.	1	912|5239	10	20	15	25
2901	smile	She had a smile on her face.	He has a sinister smile.	1	912|4823	10	18	15	23
2902	smile	She's got a perfect smile.	He always puts a smile on my face.	1	2374|912	20	17	25	22
2903	smile	He has a sinister smile.	She's got a perfect smile.	1	3995|2374	18	20	23	25
2904	smile	He always puts a smile on my face.	She had a smile on her face.	1	5239|2374	17	10	22	15
2905	smile	He always puts a smile on my face.	He has a sinister smile.	1	5239|2714	17	18	22	23
2906	end	He came to a bad end.	They rode to the end of the line.	0	292|951	17	17	20	20
2907	end	He came to a bad end.	She knotted the end of the thread.	0	292|4534	17	16	20	19
2908	end	The end of the pier.	She knotted the end of the thread.	1	951|2460	4	16	7	19
2909	end	The end of the pier.	No one wanted to play end.	0	951|3044	4	22	7	25
2910	end	No one wanted to play end.	She knotted the end of the thread.	0	2128|4534	22	16	25	19
2911	end	She knotted the end of the thread.	No one wanted to play end.	0	2460|3044	16	22	19	25
2912	end	We have given it at the end of the section since it involves the calculus.	He came to a bad end.	0	2928|5244	24	17	27	20
2913	end	Start at the beginning and go on until you come to the end.	He came to a bad end.	0	3998|5244	55	17	58	20
2914	end	She knotted the end of the thread.	He came to a bad end.	0	4534|292	16	17	19	20
2915	end	He came to a bad end.	The end was exciting.	0	5244|3639	17	4	20	7
2916	end	He came to a bad end.	We have given it at the end of the section since it involves the calculus.	0	5244|2928	17	24	20	27
2917	end	He came to a bad end.	Start at the beginning and go on until you come to the end.	0	5244|3998	17	55	20	58
2918	serve	They serve a restricted role on the bench.	This table would serve very well.	1	3903|604	5	17	10	22
2919	serve	This table would serve very well.	She served in Congress for two terms.	0	4914|3620	17	4	22	10
2920	serve	This table would serve very well.	The minister served the King for many years.	0	4914|4478	17	13	22	19
2921	answer	A few words would answer.	Answer the door.	0	263|2887	18	0	24	6
2922	answer	A few words would answer.	Answer the telephone.	0	263|3681	18	0	24	6
2923	answer	Answer the door.	A few words would answer.	0	2887|263	0	18	6	24
2924	answer	Answer the door.	Answer the telephone.	1	2887|3681	0	0	6	6
2925	answer	Answer the telephone.	A few words would answer.	0	3681|263	0	18	6	24
2926	cup	He swore as the ball rimmed the cup and rolled away.	He borrowed a cup of sugar.	0	357|2565	32	14	35	17
2927	cup	He wore a jock strap with a metal cup.	The cup of her bra.	1	2229|3762	34	4	37	7
2928	cup	Put the flag back in the cup.	He drank a cup of coffee.	0	3218|357	25	11	28	14
2929	masquerade	I was invited to the masquerade at their home.	A beggar's masquerade of wealth.	1	1399|2421	21	11	31	21
2930	masquerade	That masquerade of misrepresentation which invariably accompanied the political eloquence of Rome -- Thomas de Quincey.	I was invited to the masquerade at their home.	1	2421|3394	5	21	15	31
2931	masquerade	A beggar's masquerade of wealth.	That masquerade of misrepresentation which invariably accompanied the political eloquence of Rome -- Thomas de Quincey.	1	3394|1399	11	5	21	15
2932	spring	You can visit me in the spring, when the weather is bearable.	The emerging buds were a sure sign of spring.	1	737|3226	24	38	30	44
2933	spring	He will hold office until the spring of next year.	Spring is the time of the year most species reproduce.	1	1145|3226	30	0	36	6
2934	spring	He will hold office until the spring of next year.	I spent my spring holidays in Morocco.	1	1145|2104	30	11	36	17
2935	spring	The emerging buds were a sure sign of spring.	He will hold office until the spring of next year.	1	2099|2684	38	30	44	36
2936	spring	The emerging buds were a sure sign of spring.	I spent my spring holidays in Morocco.	1	2099|5294	38	11	44	17
2937	spring	I spent my spring holidays in Morocco.	Spring is the time of the year most species reproduce.	1	2104|3226	11	0	17	6
2938	night	How do you sleep at night when you attack your kids like that!?	The cat disappeared into the night.	0	2256|3040	20	29	25	34
2939	night	It vanished into the night.	From noon till night.	0	3040|3326	21	15	26	20
2940	night	From noon till night.	It vanished into the night.	0	3326|3040	15	21	20	26
2941	admit	To admit a serious thought into the mind.	We can not admit non-members into our club building.	1	169|376	3	11	8	16
2942	admit	To admit evidence in the trial of a cause.	To admit a serious thought into the mind.	1	241|1485	3	3	8	8
2943	admit	To admit evidence in the trial of a cause.	They were admitted into his house.	1	241|5288	3	10	8	18
2944	admit	To admit evidence in the trial of a cause.	The French doors admit onto the yard.	0	361|2918	3	17	8	22
2945	admit	To admit evidence in the trial of a cause.	This ticket will admit one adult to the show.	0	361|4742	3	17	8	22
2946	admit	We can not admit non-members into our club building.	To admit evidence in the trial of a cause.	1	376|3926	11	3	16	8
2947	admit	We can not admit non-members into our club building.	This pipe admits air.	1	1485|3279	11	10	16	16
2948	admit	We can not admit non-members into our club building.	The French doors admit onto the yard.	0	2853|3076	11	17	16	22
2949	admit	The French doors admit onto the yard.	To admit evidence in the trial of a cause.	0	2918|361	17	3	22	8
2950	admit	The French doors admit onto the yard.	To admit a serious thought into the mind.	0	2918|3279	17	3	22	8
2951	admit	The French doors admit onto the yard.	We can not admit non-members into our club building.	0	3076|2853	17	11	22	16
2952	admit	To admit a serious thought into the mind.	The French doors admit onto the yard.	0	3279|2918	3	17	8	22
2953	admit	To admit a serious thought into the mind.	This ticket will admit one adult to the show.	0	3279|4742	3	17	8	22
2954	admit	This ticket will admit one adult to the show.	To admit evidence in the trial of a cause.	0	4742|361	17	3	22	8
2955	admit	This ticket will admit one adult to the show.	To admit a serious thought into the mind.	0	4742|3279	17	3	22	8
2956	softness	Suddenly her gigantic power melted into softness for the baby.	Orders have recently picked up after a period of extreme softness.	0	2462|4818	40	57	48	65
2957	softness	Softness is not something permitted of good leaders.	He attributes the disappointing results to softness in the economy.	0	3165|4818	0	43	8	51
2958	softness	He attributes the disappointing results to softness in the economy.	He was shocked by the softness of the atmosphere surrounding the young prince, arising from the superfluity of the femininity that guided him.	0	4818|3445	43	22	51	30
2959	softness	He attributes the disappointing results to softness in the economy.	Softness is not something permitted of good leaders.	0	4818|3165	43	0	51	8
2960	block	He held a large block of the company's stock.	Anne Boleyn placed her head on the block and awaited her execution.	0	387|2561	16	35	21	40
2961	block	He held a large block of the company's stock.	A block of stone.	0	387|2842	16	2	21	7
2962	block	Block a garment.	Block an attack.	0	754|1454	0	0	5	5
2963	block	Block a garment.	The offensive linemen tried to block the blitz.	0	754|3250	0	31	5	36
2964	block	Block a nerve.	I blocked the mittens by wetting them and pinning them to a shaped piece of cardboard.	0	780|4657	0	2	5	9
2965	block	Block a nerve.	Block a plate for printing.	0	857|4211	0	0	5	5
2966	block	I knew his name perfectly well but I had a temporary block.	The pyramids were built with large stone blocks.	0	1180|2842	53	41	58	47
2967	block	I knew his name perfectly well but I had a temporary block.	Anne Boleyn placed her head on the block and awaited her execution.	0	1180|2981	53	35	58	40
2968	block	Block an attack.	Block a garment.	0	1454|754	0	0	5	5
2969	block	Block a muscle.	Block a garment.	0	2377|780	0	0	5	5
2970	block	Block a muscle.	Block the wheels of a car.	0	2377|857	0	0	5	5
2971	block	Block a muscle.	You are blocking the name of your first wife!	0	2377|1108	0	8	5	16
2972	block	Anne Boleyn placed her head on the block and awaited her execution.	He held a large block of the company's stock.	0	2561|387	35	16	40	21
2973	block	A block of stone.	He held a large block of the company's stock.	0	2842|387	2	16	7	21
2974	block	A block of stone.	Anne Boleyn placed her head on the block and awaited her execution.	1	2842|2561	2	35	7	40
2975	block	Anne Boleyn placed her head on the block and awaited her execution.	I knew his name perfectly well but I had a temporary block.	0	2981|1180	35	53	40	58
2976	block	The offensive linemen tried to block the blitz.	Block a garment.	0	3250|754	31	0	36	5
2977	block	The offensive linemen tried to block the blitz.	Block an attack.	1	3250|1454	31	0	36	5
2978	block	He reserved a large block of seats.	The pyramids were built with large stone blocks.	0	3321|387	20	41	25	47
2979	block	He reserved a large block of seats.	Since blocks are often defined as a single sector, the terms 'block' and 'sector' are sometimes used interchangeably.	0	3321|1829	20	62	25	67
2980	block	Block the graphs so one can see the results clearly.	Block the wheels of a car.	0	4007|4211	0	0	5	5
2981	block	Block a plate for printing.	Block his election.	0	4211|1949	0	0	5	5
2982	block	Block a plate for printing.	Block a nerve.	0	4211|857	0	0	5	5
2983	block	The store is huge, occupying an entire city block.	He held a large block of the company's stock.	0	4704|3321	44	16	49	21
2984	drag	The waitresses looked like missionaries in drag.	Peeling potatoes is a drag.	0	1052|1065	43	22	47	26
2985	drag	The waitresses looked like missionaries in drag.	He performed in drag.	1	1052|2217	43	16	47	20
2986	drag	Peeling potatoes is a drag.	The waitresses looked like missionaries in drag.	0	1065|1052	22	43	26	47
2987	drag	Peeling potatoes is a drag.	He performed in drag.	0	1065|2217	22	16	26	20
2988	drag	He performed in drag.	Peeling potatoes is a drag.	0	2217|1065	16	22	20	26
2989	drag	He took a drag on his cigarette and expelled the smoke slowly.	The waitresses looked like missionaries in drag.	0	3840|637	10	43	14	47
2990	drag	He took a drag on his cigarette and expelled the smoke slowly.	He went to the party dressed in drag.	0	3840|2217	10	32	14	36
2991	gravitation	"""Gravitation can not be held responsible for people falling in love"" -- Albert Einstein."	The gravitation between two bodies is proportional to the product of their masses and inversely proportional to the square of the distance between them.	1	4410|2800	1	4	12	15
2992	population	The population of New Jersey will not stand for this!	People come and go, but the population of this town has remained approximately constant for the past decade.	0	2732|1054	4	28	14	38
2993	time	See you another time.	Okay, but this is the last time. No more after that!	1	275|3178	16	27	20	31
2994	time	See you another time.	That's three times he's made the same mistake.	1	275|4546	16	13	20	18
2995	time	He waited a long time.	They had a good time together.	0	449|3872	17	16	21	20
2996	time	He waited a long time.	We had a wonderful time at the party.	0	449|1618	17	19	21	23
2997	time	The judge leniently granted a sentence with no hard time.	We had a wonderful time at the party.	0	601|1239	52	19	56	23
2998	time	That's three times he's made the same mistake.	See you another time.	1	627|4815	13	16	18	20
2999	time	That's three times he's made the same mistake.	Time stops for nobody.	0	627|4853	13	0	18	4
3000	time	That's three times he's made the same mistake.	Okay, but this is the last time. No more after that!	1	627|4880	13	27	18	31
3001	time	This time he succeeded.	That's three times he's made the same mistake.	1	671|2393	5	13	9	18
3002	time	The time of year for planting.	Okay, but this is the last time. No more after that!	0	694|671	4	27	8	31
3003	time	The time of year for planting.	He called four times.	0	694|2466	4	15	8	20
3004	time	The time of year for planting.	When was the last time we went out? I don't remember.	0	694|4548	4	18	8	22
3005	time	The time of year for planting.	See you another time.	0	694|2983	4	16	8	20
3006	time	The time of year for planting.	That's three times he's made the same mistake.	0	694|3010	4	13	8	18
3007	time	They had a good time together.	He is not living at home because he is doing time.	0	961|1239	16	45	20	49
3008	time	They had a good time together.	He had a time holding back the tears.	1	961|1618	16	9	20	13
3009	time	They had a good time together.	The judge leniently granted a sentence with no hard time.	0	961|4052	16	52	20	56
3010	time	They had a good time together.	I didn't have time to finish.	0	961|5004	16	14	20	18
3011	time	It took more than half my time.	We had a wonderful time at the party.	0	1564|5004	26	19	30	23
3012	time	We had a wonderful time at the party.	They had a good time together.	1	1618|3872	19	16	23	20
