index	index	label	sentence1	sentence2
3536	3536	1	Among the proposals being considered is for Zimbabwe to have the opportunity to rejoin the 54-member body before the next Commonwealth Heads of Government meeting in two years .	Among the proposals is one for Zimbabwe to have the opportunity to rejoin the 54-member body before the next CHOGM meeting in two years .
3537	3537	0	The percentage of Californians without health insurance was unchanged , the report showed .	The percentage of Americans without health coverage rose from 14.6 to 15.2 .
3538	3538	1	He said the court 's ruling was a great first step toward better coverage for poor Maine residents , but that there was more to be done .	Yesterday 's ruling is a great first step toward better coverage for poor Maine residents , he said , but there is more to be done .
3539	3539	1	The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .	A ruling last week by U.S. District Judge Lee R. West in Oklahoma City that the FTC lacked authority to run the registry triggered a whirlwind of activity in Washington .
3540	3540	0	The leader of the country ’ s biggest rail union threatened industrial action today following the second derailment on the London Underground in less than 48 hours .	Seven people were taken to hospital today after a second derailment on the London Underground in less than 48 hours .
3541	3541	1	The quick conviction followed a 2 1 / 2 week trial , during which the Venango County man represented himself .	The quick conviction followed a 21 / 2-week trial , during which Waagner represented himself .
3542	3542	0	The companies said Idec holders would own about 50.5 percent of the stock of the combined company .	IDEC shareholders would own 50.5 percent of the stock of the combined company , and Biogen shareholders the remaining 49.5 percent .
3543	3543	1	U.S. officials say operatives loyal to the ousted Saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of American officials .	U.S. officials say Hussein loyalists do not require high-technology eavesdropping devices to gather substantial amounts of information on the activities of American officials .
3544	3544	1	Milberg Weiss Bershad Hynes & Lerach filed the lawsuit , which seeks class-action status , on behalf of the Southern Alaska Carpenters Pension Fund in federal court in Manhattan .	Milberg Weiss Bershad Hynes & Lerach LLP said it filed suit in a New York court on Monday on behalf of the Southern Alaska Carpenters Pension Fund .
3545	3545	1	But August sales were revised to a 1.2 percent increase from a previously reported 0.6 percent gain , fuelling a dollar rally .	Both figures were below consensus expectations , but August sales were revised to a 1.2 percent increase from a previously reported 0.6 percent gain , fueling a dollar rally .
3546	3546	1	Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement .	Attorneys for the Roman Catholic archdiocese and nearly 250 alleged victims began meeting last week to reach an out-of-court settlement .
3547	3547	1	Two additional passengers were taken to John Peter Smith and Harris Methodist hospitals , both with what was described as critical injuries .	The two other passengers were taken to John Peter Smith and Harris Methodist Fort Worth hospitals with critical injuries .
3548	3548	1	The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money .	The new law requires libraries and schools to use filters or lose federal financing .
3549	3549	1	At first , the animals ' performance declined compared with the joystick sessions .	At first , the animals ’ performance declined compared to the sessions on the joystick .
3550	3550	0	""" While many good people work in the telemarketing industry , the public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" Mr. Bush said ."	""" The public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" he said at a White House ceremony ."
3551	3551	1	Lucent shares fell 8 cents , or 4.19 percent , to $ 1.83 a share in morning trading on the New York Stock Exchange .	Lucent 's stock was off 7 cents , or 3.7 percent , at $ 1.84 in morning trading on the New York Stock Exchange .
3552	3552	0	""" We strongly disagree with Novell 's position and view it as a desperate measure to curry favor with the Linux community , "" McBride said ."	"McBride dismissed Novell 's Unix ownership claims as "" a desperate measure to curry favor with the Linux community . """
3553	3553	0	Desktop PC shipments also exceeded IDC 's expectations in the second quarter , Kay said .	Although they no longer get the glory , desktop PC exceeded IDC 's shipment expectations in the second quarter , Kay said .
3554	3554	1	""" It 's clearly a tragic day for America , "" Defense Secretary Donald H. Rumsfeld said in Washington ."	""" Clearly it is a tragic day for Americans , "" he said in Washington ."
3555	3555	1	"In an accompanying editorial , two breast cancer researchers said that the effect of hormones on the breast created a double whammy that was "" almost unique "" in medicine ."	"In an editorial in the journal , two breast cancer researchers said hormones ' effect on the breast creates a double-whammy that is "" almost unique "" in medicine ."
3556	3556	1	In July , PC-related products were the strongest sector with microprocessors up 5.6 per cent and DRAMs up 8.2 per cent over June .	PC-related products were the strongest sellers , with microprocessors up 5.6 percent and DRAMs up 8.2 percent , the SIA said .
3557	3557	0	Last month The Washington Post also launched a free tabloid aimed at younger readers called the Express .	Last month , The Washington Post Co. introduced Express , a tabloid distributed largely along transit routes .
3558	3558	1	After the French threatened to open fire , the battlewagon turned back .	After a tense stand-off , the battlewagon turned back .
3559	3559	1	He said eight or nine homes had been destroyed by the now-smoldering fire northwest of Boulder .	Ten , two mobile homes and numerous outbuildings were destroyed by the now-smoldering fire northwest of Boulder .
3560	3560	0	Limbaugh 's attorney , Roy Black , has accused the State Attorney 's Office of having political motives for its investigation .	Limbaugh 's lawyer , Roy Black , has accused the Palm Beach State Attorney 's Office of having political motives for investigating whether the conservative radio commentator bought painkillers illegally .
