index	label	sentence1	sentence2
2270	1	Uzbekistan protests against Washington.	The decision by Uzbekistan was the latest development in diplomatic fallout with Washington over U.S. criticism about a violent crackdown against anti-government protestors last May.
2271	1	World leaders have condemned North Korea for pulling out of talks.	World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarmament talks and will  bolster its nuclear weapons arsenal.
2272	1	Bacteria is winning the war against antibiotics.	Humans have won notable battles in the war against infection - and antibiotics are still powerful weapons - but nature has evolution on its side, and the war against bacterial diseases is by no means over.
2274	1	Turkey plays host to suicide bombers.	Bombs exploded in two Turkish cities Thursday only days before Turkey plays host to a NATO summit.
2275	1	20-30 percent of people infected with HIV live in Africa.	In Africa today, the majority of infected people acquire HIV by the time they are in their 20s or 30s and, on average, die within ten years.
2276	1	New Portuguese prime minister is elected.	Prime Minister Jos Manuel Duro Barroso resigns. He is to assume the presidency of the European Commission later in the year (the European Parliament approves him on July 22).
2277	1	The Massachusetts Institute of Technology (MIT) appoints Stefano Falconi as chief financial officer.	Stefano Falconi, director of finance at the Massachusetts Institute of Technology (MIT), has joined Carnegie Mellon as its vice president for administration and chief financial officer. Falconi succeeds Jeff Bolton, who left the university last July to become chief financial officer at the Mayo Foundation in Rochester, Minn.
2278	1	There are companies that have split the management of their Research and Development processes.	Japanese drug makers are now trying to build comprehensive independent operations in research and development, production and marketing.
2280	1	Most of the illegal votes cast in the election went to Gregoire.	He determined that there were 1,678 illegal votes cast in the election, but he said Republicans had provided no real proof that illegal votes benefited Gregoire.
2284	1	Ms. Sheehan, whose son was killed last year in an attack in Iraq, left her camp Thursday, for Los Angeles to be with her mother, Shirley Miller, who suffered a stroke.	Sheehan, whose 24-year-old son, Casey, died last year in Iraq, started her antiwar demonstration along the roadside in Crawford, Texas, on Aug. 6, demanding to meet with the president.
2287	1	Baghdad will end it's cooperation with UNSCOM, and wants them to leave.	Baghdad had announced that it will stop cooperating with UNSCOM completely but indicated that it will not ask for their departure.
2288	1	The South African-based Conservation Corporation threatens the local population.	The owners of Phinda, the South African-based Conservation Corporation, could not have paid for a better advertisement for their philosophy of wildlife conservation: a people-based approach to conservation, which is slowly gaining ground in Africa as game reserves come under ever greater threat from hungry, poor and angry local populations.
2291	1	The Freedom Tower belongs to Michael Bloomberg.	"Mayor Michael Bloomberg seemed ambivalent to the change, saying ""I would like to see it stay the Freedom Tower, but it's their building, and they don't need me dumping on it. If they could rent the whole thing by changing the name, I guess they're going to do that, and they probably, from a responsible point of view, should. From a patriotic point of view, is it going to make any difference?""."
2292	1	Hubble discovers black holes.	"Hubble is helping astronomers precisely calculate the age of the universe by providing accurate distances to galaxies, an important prerequisite for calculating age. Hubble measures the distances to neighboring galaxies by finding accurate ""milepost markers,"" a special class of pulsating star called Cepheid variables. These, in turn, are being used to calibrate more remote milepost markers."
2294	1	Diplomats agree on EU budget.	The BBC's Tim Franks says frustrated British diplomats insist there have been several achievements but there is no doubt that the continued delay in reaching agreement on a budget for the EU hangs over all discussions.
2295	1	Deaf people encounter problems in the social community.	People who are deaf or have hearing impairments, those who are blind or have vision impairments, and those with mobility impairments may face unique challenges in an emergency. Their ability to detect a fire or escape its effects may be hindered by their impairments. As a result, people with these impairments are at a greater risk of death or injury due to fire.
2297	1	Goosen managed a combined 25-over par for the closing round.	The ball took one last turn and dropped into the cup for birdie, making Retief Goosen more than just the sole survivor of par at Pinehurst No. 2.
2301	1	The merger of Japanese Banks creates the world's biggest bank.	The Industrial and Commercial Bank of China Ltd. raised $19.07 billion Friday after pricing its initial public offering at HK$3.07 (39 cents), the top end of its indicative price range, to become the world's biggest ever IPO.
2302	1	Seal-hunting endangers species.	Seal hunting has been a tradition in Norway for thousands of years, but has dwindled recently with only about half the annual 1,200 quota being killed each year.
2306	1	Rudolph Scharping is a member of the Social Democrats.	Germans vote for a party, rather than a person, and the left-of-center Social Democrats do not score as well in polls as Scharping himself.
2308	1	Capital punishment is a deterrent to crime.	The death penalty is not a deterrent.
2309	1	The US Declaration of Independence is located in America.	Among the fascinating sites in the city are Independence Hall where the Declaration of Independence was signed, and one of America's principal symbols of freedom, The Liberty Bell, located in Congress Hall.
